No.,Temple Name,Type,Temple Address,Villages,Districts,Regency,Province,Pos code,Latitude,Longitude
5236,Pura Taman Manik Waringin Desa Pakraman Sanih,Pura Taman,"Bukti, Kubutambahan, Buleleng, Bali, 81172",Bukti,Kubutambahan,Buleleng,Bali,81172,-8.0830925,115.2241038
5237,Pura Taman Mas Bagindra,Pura Taman,"Telaga Tawang, Sidemen, Karangasem, Bali, 80864",Telaga Tawang,Sidemen,Karangasem,Bali,80864,-8.4786806,115.4509013
5238,Pura Taman Merta,Pura Taman,"Jl. Bukit Tinggi No.20, Kapal, Mengwi, Badung, Bali, 80351",Kapal,Mengwi,Badung,Bali,80351,-8.5738635,115.1699732
5239,"Pura Taman Mesir , Banjar Aseman Abiansemal",Pura Taman,"No., Jl. Raya Abiansemal, Abiansemal, Abiansemal, Badung, Bali, 80352",Abiansemal,Abiansemal,Badung,Bali,80352,-8.5316314,115.2105435
5240,Pura Taman Nengan,Pura Taman,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4205778,115.5332052
5241,Pura taman patas,Pura Taman,"Unnamed Road, Patas, Gerokgak, Buleleng, Bali, 81155",Patas,Gerokgak,Buleleng,Bali,81155,-8.2012968,114.7920445
5242,Pura Taman Patoman,Pura Taman,"Dusun Bentengan, Blimbingsari, Rogojampi, Banyuwangi, East Java",Blimbingsari,Rogojampi,Banyuwangi,Jawa Timur ,0,-8.3235576,114.3454024
5243,Pura Taman Pecampuhan Sala,Pura Taman,"Abuan, Susut, Abuan, Susut, Bangli, Bali, 80661",Abuan,Susut,Bangli,Bali,80661,-8.4514003,115.3268341
5244,Pura Taman Pingit Klenting Sari,Pura Taman,"Unnamed Road, Sumber Klampok, Gerokgak, Buleleng, Bali, 81155",Sumber Klampok,Gerokgak,Buleleng,Bali,81155,-8.094603,114.528193
5245,"Pura Taman Pule Mas, Ubud",Pura Taman,"MAS, Ubud, Gianyar, Bali, 80571",MAS,Ubud,Gianyar,Bali,80571,-8.5427987,115.273564
5246,Pura Taman Sari,Pura Taman,"Banjar gembalan, Selat, Klungkung, Klungkung, Bali, 80716",Selat,Klungkung,Klungkung,Bali,80716,-8.4844085,115.4036526
5247,Pura Taman Sari,Pura Taman,"Jl. Jatiluwih, Banjar Dinas Gunungsari Kelod Desa Jatiluwih, Senganan, Penebel, Tabanan, Bali, 82152",Senganan,Penebel,Tabanan,Bali,82152,-8.363215,115.136428
5248,Pura Taman Sari,Pura Taman,"Tumbak Bayuh, Mengwi, Badung, Bali, 80351",Tumbak Bayuh,Mengwi,Badung,Bali,80351,-8.6118225,115.1494607
5249,Pura Taman Sari,Pura Taman,"Jl. Pande, Abiansemal, Abiansemal, Badung, Bali, 80352",Abiansemal,Abiansemal,Badung,Bali,80352,-8.5220012,115.2131077
5250,Pura Taman Sari,Pura Taman,"Unnamed Road, Ped, Nusapenida, Klungkung, Bali, 80771",Ped,Nusapenida,Klungkung,Bali,80771,-8.6948199,115.5271729
5251,Pura Taman Sari,Pura Taman,"Jl. Griya Manggala I, Sading, Mengwi, Badung, Bali, 80115",Sading,Mengwi,Badung,Bali,80115,-8.6038071,115.1967446
5252,Pura Taman Sari,Pura Taman,"Jl. Taman Sari No.28, Benoa, Kuta Selatan, Badung, Bali, 80361",Benoa,Kuta Selatan,Badung,Bali,80361,-8.7618575,115.2181265
5253,Pura Taman Sari,Pura Taman,"Jl. Hanoman Padang Tegal, Ubud-Bali, Ubud, Ubud, Gianyar, Bali, 80571",Ubud,Ubud,Gianyar,Bali,80571,-8.5157646,115.2638236
5254,Pura Taman Sari,Pura Taman,"Kubu, Bangli, Bangli, Bali, 80613",Kubu,Bangli,Bangli,Bali,80613,-8.4359325,115.3714368
5255,Pura Taman Sari,Pura Taman,"Jl. Pandu, Dalung, Kuta Utara, Badung, Bali, 80351",Dalung,Kuta Utara,Badung,Bali,80351,-8.6149627,115.1679511
5256,Pura Taman Sari,Pura Taman,"Unnamed Road, Sidemen, Karangasem, Bali, 80864",0,Sidemen,Karangasem,Bali,80864,-8.466152,115.4535546
5257,Pura Taman Sari,Pura Taman,"Jl. Taman Sari, Sanggalangit, Gerokgak, Buleleng, Bali, 81155",Sanggalangit,Gerokgak,Buleleng,Bali,81155,-8.1964692,114.7601252
5258,Pura Taman Sari,Pura Taman,"Jl. Gegelang, Antiga, Manggis, Karangasem, Bali, 80871",Antiga,Manggis,Karangasem,Bali,80871,-8.4924807,115.4867329
5259,Pura Taman Sari,Pura Taman,"Unnamed Road, Gobleg, Banjar, Buleleng, Bali, 81152",Gobleg,Banjar,Buleleng,Bali,81152,-8.2381935,115.0801634
5260,Pura Taman Sari,Pura Taman,"Pupuan, Tabanan, Bali, 82163",0,Pupuan,Tabanan,Bali,82163,-8.3179326,115.0169256
5261,Pura Taman Sari,Pura Taman,"Jl. Raya Babahan Senganan No.24, Penebel, Tabanan, Bali, 82181",0,Penebel,Tabanan,Bali,82181,-8.4240106,115.1445859
5262,Pura Taman Sari,Pura Taman,"Jl. Seribupati, Cau Belayu, Marga, Tabanan, Bali, 82181",Cau Belayu,Marga,Tabanan,Bali,82181,-8.4418891,115.2125173
5263,Pura Taman Sari,Pura Taman,"Jl. Pande, Abiansemal, Abiansemal, Badung, Bali, 80352",Abiansemal,Abiansemal,Badung,Bali,80352,-8.5237322,115.2127202
5264,Pura Taman Sari,Pura Taman,"gang apokat No.5,, Jl. Gunung Gede, Padangsambian, Denpasar Barat, Kota Denpasar, Bali, 80119",Padangsambian,Denpasar Barat,Kota Denpasar,Bali,80119,-8.6633775,115.1918982
5265,Pura Taman Sari (Siraman Dedari),Pura Taman,"Tukad Sumaga, Gerokgak, Buleleng, Bali, 81155",Tukad Sumaga,Gerokgak,Buleleng,Bali,81155,-8.2185471,114.8595339
5266,Pura Taman Sari Babung,Pura Taman,"Banjar babung, Gunaksa, Dawan, Klungkung, Bali, 80761",Gunaksa,Dawan,Klungkung,Bali,80761,-8.534749,115.415862
5267,Pura Taman Sari Benekasa,Pura Taman,"Banjar Benekasa desa, Muncan, Selat, Karangasem, Bali, 80862",Muncan,Selat,Karangasem,Bali,80862,-8.4404232,115.4534597
5268,Pura Taman Sari Banjar Tunon,Pura Taman,"Jl. Raya Banjar Tunon No.23, Singapadu Kaler, Sukawati, Gianyar, Bali, 80352",Singapadu Kaler,Sukawati,Gianyar,Bali,80352,-8.5446657,115.2385833
5269,Pura Taman Sari Budhakeling,Pura Taman,"Bhuana Giri, Bebandem, Buana Giri, Karangasem, Karangasem, Bali, 80852",Bhuana Giri,Bebandem,Karangasem,Bali,80852,-8.421274,115.5759503
5270,Pura Taman Sari Campuhan,Pura Taman,"Unnamed Road, Kerambitan, Kerambitan, Tabanan, Bali, 82161",Kerambitan,Kerambitan,Tabanan,Bali,82161,-8.5496194,115.0826236
5271,Pura Taman Sari Danu Tanupet,Pura Taman,"Gulingan, Mengwi, Badung, Bali, 80351",Gulingan,Mengwi,Badung,Bali,80351,-8.5411415,115.1733802
5272,Pura Taman Sari Desa Pekraman Batur,Pura Taman,"South Batur, Kintamani, Bangli, Bali, 80652",South Batur,Kintamani,Bangli,Bali,80652,-8.2210794,115.362529
5273,Pura Taman Sari Desa Pekraman Katung,Pura Taman,"Jl. Raya Katung, Katung, Kintamani, Bangli, Bali, 80652",Katung,Kintamani,Bangli,Bali,80652,-8.3088559,115.3047352
5274,Pura Taman Sari Desa Tangkup Anyar,Pura Taman,"Unnamed Road,, Tangkup, Sidemen, Karangasem, Bali, 80864",Tangkup,Sidemen,Karangasem,Bali,80864,-8.4935061,115.4180409
5275,Pura Taman Sari Desa Tunjuk-Bungan Kapal,Pura Taman,"Tunjuk, Tabanan, Tabanan, Bali, 82181",Tunjuk,Tabanan,Tabanan,Bali,82181,-8.4701452,115.150378
5276,Pura Taman Sari mekar,Pura Taman,"Sari Mekar, Buleleng, Buleleng, Bali, 81119",Sari Mekar,Buleleng,Buleleng,Bali,81119,-8.1359743,115.1153134
5277,Pura taman sari padangtungal,Pura Taman,"Padang Tunggal Road, Duda, Selat, Karangasem, Bali, 80862",Duda,Selat,Karangasem,Bali,80862,-8.4588702,115.477831
5278,Pura Taman Sari Pande,Pura Taman,"Jl. Pura Taman Sari Pande, Tukadaya, Melaya, Jembrana, Bali, 82252",Tukadaya,Melaya,Jembrana,Bali,82252,-8.3051978,114.5586705
5279,Pura Taman Sari Pegending,Pura Taman,"Unnamed Road 80361, Dalung, North Kuta, Badung, Bali, 80361",Dalung,North Kuta,Badung,Bali,80361,-8.6252186,115.1552276
5280,Pura Taman Sari Tatasan,Pura Taman,"Jl. Ratna, Tonja, Denpasar Utara, Kota Denpasar, Bali, 80236",Tonja,Denpasar Utara,Kota Denpasar,Bali,80236,-8.6438395,115.2275181
5281,Pura Taman Sari Tegal Suci,Pura Taman,"Sebatu, Tegallalang, Gianyar, Bali, 80561",Sebatu,Tegallalang,Gianyar,Bali,80561,-8.360073,115.313396
5282,Pura Taman Sari Tegal Suci ( Sari Garden),Pura Taman,"Tampaksiring, Gianyar, Bali, 80552",0,Tampaksiring,Gianyar,Bali,80552,-8.4278537,115.3141127
5283,Pura Taman Sari Desa Adat Tegal,Pura Taman,"Darmasaba, Abiansemal, Badung, Bali, 80352",Darmasaba,Abiansemal,Badung,Bali,80352,-8.5882125,115.2019004
5284,Pura Taman Sari Desa Pakraman Bayad,Pura Taman,"Unnamed Rd, 80561, Kedisan, Tegallalang, Gianyar, Bali, 80561",Kedisan,Tegallalang,Gianyar,Bali,80561,-8.4127797,115.2999613
5285,Pura Taman Sari Semarapura,Pura Taman,"Semarapura Kelod Kangin, Klungkung, Klungkung, Bali, 80761",Semarapura Kelod Kangin,Klungkung,Klungkung,Bali,80761,-8.5322391,115.4074757
5286,Pura Taman Seganing Paksebali,Pura Taman,"Jl. Seganing, Paksebali, Dawan, Klungkung, Bali, 80761",Paksebali,Dawan,Klungkung,Bali,80761,-8.5303068,115.410285
5287,Pura Taman Segara,Pura Taman,"Jl. Danau Beratan, Sanur, Denpasar Selatan, Kota Denpasar, Bali, 80227",Sanur,Denpasar Selatan,Kota Denpasar,Bali,80227,-8.6809904,115.2530538
5288,Pura Taman Sekar,Pura Taman,"Banjar karangjung, Jl. Werkudara II, Sembung, Mengwi, Badung, Bali, 80351",Sembung,Mengwi,Badung,Bali,80351,-8.47063,115.1867329
5289,Pura Taman Sekar Punjuan,Pura Taman,"Punjuan, Luwus, Baturiti, Tabanan, Bali, 82191",Luwus,Baturiti,Tabanan,Bali,82191,-8.4035525,115.1938885
5290,Pura Taman Suci,Pura Taman,"Dencarik, Banjar, Buleleng, Bali, 81152",Dencarik,Banjar,Buleleng,Bali,81152,-8.189388,114.9708706
5291,Pura Taman Suci Dalem Petak,Pura Taman,"Jl. Bakbakan-Petak Kaja No.18, Petak Kaja, Gianyar, Gianyar, Bali, 80515",Petak Kaja,Gianyar,Gianyar,Bali,80515,-8.444895,115.31731
5292,Pura Taman Suci Desa Pakraman Kulub,Pura Taman,"Tampaksiring, Gianyar, Bali, 80552",0,Tampaksiring,Gianyar,Bali,80552,-8.4487566,115.3135179
5293,Pura Taman Suci Seribupati,Pura Taman,"Jl. Seribupati IV, Cau Belayu, Marga, Tabanan, Bali, 80353",Cau Belayu,Marga,Tabanan,Bali,80353,-8.4567236,115.21005
5294,Pura Taman Tanjung,Pura Taman,"Jl. Triwangsa, Budakeling, Bebandem, Karangasem, Bali, 80852",Budakeling,Bebandem,Karangasem,Bali,80852,-8.4226721,115.5757412
5295,Pura Taman Tegalenga,Pura Taman,"Unnamed Road, Kalisada, Seririt, Buleleng, Bali, 81153",Kalisada,Seririt,Buleleng,Bali,81153,-8.1965497,114.8764737
5296,Pura Taman Telaga Waja,Pura Taman,"Banjar Tegeh, Angseri, Baturiti, Tabanan, Bali, 82191",Angseri,Baturiti,Tabanan,Bali,82191,-8.3598791,115.1710129
5297,"Pura Taman Tiga (Samuan Tiga), Bungbungan",Pura Taman,"Bungbungan, Banjarangkan, Klungkung, Bali, 80752",Bungbungan,Banjarangkan,Klungkung,Bali,80752,-8.4762349,115.3770421
5298,Pura Taman Tungkub,Pura Taman,"Jl. Ardina Prasta, Mengwitani, Mengwi, Badung, Bali, 80351",Mengwitani,Mengwi,Badung,Bali,80351,-8.5702693,115.1712464
5299,Pura Taman Ujung,Pura Taman,"Unnamed Road, Bulian, Kubutambahan, Buleleng, Bali, 81172",Bulian,Kubutambahan,Buleleng,Bali,81172,-8.117301,115.2019253
5300,Pura Taman Warapsari,Pura Taman,"Gelgel, Klungkung, Klungkung, Bali, 80716",Gelgel,Klungkung,Klungkung,Bali,80716,-8.5569875,115.4071059
5301,Pura Taman(Beji),Pura Taman,"Gg. Petter Viola, Anturan, Buleleng, Buleleng, Bali, 81119",Anturan,Buleleng,Buleleng,Bali,81119,-8.1526394,115.0360329
5302,Pura Tambak Pegareman Jero Belas,,"Kuta, Badung, Bali, 80361",0,Kuta,Badung,Bali,80361,-8.7296086,115.1807614
5303,Pura Tambak Pura Dugul Subak SEMAON,,"Jl. Raya Payangan, Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.4048571,115.2469508
5304,Pura Tambun,,"Gang Pura Tambun, Jl. pribadi, Ungasan, South Kuta, Badung, Bali, 80361",Ungasan,South Kuta,Badung,Bali,80361,-8.8274541,115.1567766
5305,Pura Tampurhyang Luhur,,"Jl. Banjar Dalem, Songan A, Kintamani, Bangli, Bali, 80652",Songan A,Kintamani,Bangli,Bali,80652,-8.2464311,115.3927423
5306,Pura Tampurhyang Pusat Kawitan Maha Gotra Catur Sanak,Pura Kawitan,"Lereng Gunung Batur Sebelah Timur, Batur Selatan, Kintamani, Bangli, Bali, 80652",Batur Selatan,Kintamani,Bangli,Bali,80652,-8.2480062,115.3922112
5307,Pura Tandruh,,"MAS, Ubud, Gianyar, Bali, 80571",MAS,Ubud,Gianyar,Bali,80571,-8.5440858,115.2773359
5308,Pura Tangimeyeh,,"Berangbang, Negara, Jembrana, Bali, 82218",Berangbang,Negara,Jembrana,Bali,82218,-8.3128113,114.6076463
5309,Pura Tangkas Kori Agung,,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4266036,115.5312526
5310,Pura Tangkas Kori Agung,,"Banjar, Jl. Jangu, Duda, Selat, Karangasem, Bali, 80862",Duda,Selat,Karangasem,Bali,80862,-8.4475194,115.4917554
5311,Pura Tangkas Kori Agung,,"Bangbang, Tembuku, Bangli, Bali, 80671",Bangbang,Tembuku,Bangli,Bali,80671,-8.4424738,115.4049673
5312,Pura Tangkas Kori Agung Pandak Bandung,,"Jl. Tanah Lot No.25, Pandak Bandung, Kediri, Tabanan, Bali, 82121",Pandak Bandung,Kediri,Tabanan,Bali,82121,-8.5802232,115.1318717
5313,Pura Tangkas Kori Agung Tusan,,"Jl. Raya Tusan, Tusan, Banjarankan, Klungkung, Bali, 80752",Tusan,Banjarankan,Klungkung,Bali,80752,-8.5430868,115.3673635
5314,Pura Tangkas Kori Agung Culik,,"Culik, Abang, Karangasem, Bali, 80852",Culik,Abang,Karangasem,Bali,80852,-8.3423036,115.6132871
5315,Pura Tangun Titi,,"Pinggan, Kintamani, Bangli, Bali, 80652",Pinggan,Kintamani,Bangli,Bali,80652,-8.2040971,115.3694171
5316,Pura Tanjung ibus,,"Seraya, Karangasem, Karangasem, Bali",Seraya,Karangasem,Karangasem,Bali,0,-8.4524455,115.6551455
5317,Pura Tanjung Sari,,"Sanur, Denpasar Selatan, Kota Denpasar, Bali",Sanur,Denpasar Selatan,Kota Denpasar,Bali,0,-8.6908768,115.2662542
5318,Pura Tanjung Sari,,"Serangan, Denpasar Selatan, Kota Denpasar, Bali, 80229",Serangan,Denpasar Selatan,Kota Denpasar,Bali,80229,-8.7385389,115.227571
5319,Pura Tapa Sidi,,"Banjar sema, Pering, Blahbatuh, Gianyar, Bali, 80581",Pering,Blahbatuh,Gianyar,Bali,80581,-8.5830588,115.3203196
5320,Pura Tapean Kawitan Arya Getas,Pura Kawitan,"Semarapura Kangin, Klungkung, Klungkung, Bali, 80761",Semarapura Kangin,Klungkung,Klungkung,Bali,80761,-8.5378756,115.4073917
5321,Pura taulan,,"Jl. Raya Bilukan No.25, Sebatu, Tegallalang, Gianyar, Bali, 80561",Sebatu,Tegallalang,Gianyar,Bali,80561,-8.388516,115.297108
5322,Pura Tebenan,,"Manikliyu, Kintamani, Bangli, Bali, 80652",Manikliyu,Kintamani,Bangli,Bali,80652,-8.2644409,115.2850473
5323,Pura Tegal Angin,,"Jl. Singaraja, Sembiran, Buleleng, Buleleng, Bali, 81119",Sembiran,Buleleng,Buleleng,Bali,81119,-8.129125,115.286555
5324,Pura Tegal Linggah,,"Kelating, Kerambitan, Tabanan, Bali",Kelating,Kerambitan,Tabanan,Bali,0,-8.5765692,115.0521172
5325,Pura Tegal Penangsaran,,"Unnamed Road, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.3778604,115.4769583
5326,Pura Tegal Penangsaran Banjar Ancut,,"Banjar Ancut, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.4203074,115.4684286
5327,Pura Tegal Suci,,"Jl. Mekarsari - Baturiti Bedugul No.5, Mekarsari, Baturiti, Tabanan, Bali, 82191",Mekarsari,Baturiti,Tabanan,Bali,82191,-8.3640821,115.1936315
5328,Pura Tegal Suci,,"Jl. Singaraja-Gilimanuk, Penuktukan, Tejakula, Buleleng, Bali, 81173",Penuktukan,Tejakula,Buleleng,Bali,81173,-8.14363,115.384931
5329,Pura Tegal Suci Adat Sema,,"Melinggih, Payangan, Gianyar, Bali, 80572",Melinggih,Payangan,Gianyar,Bali,80572,-8.4377721,115.2493902
5330,"Pura Tegal Suci Banjar Penginyahan, Payangan",,"Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.372602,115.2671026
5331,Pura Tegal Suci Desa Pakramaan Bondalem,,"Bondalem, Tejakula, Buleleng, Bali, 81173",Bondalem,Tejakula,Buleleng,Bali,81173,-8.125685,115.310254
5332,Pura Tegal Suci Desa Pekraman Semaon,,"Banjar Semaon,Desa, Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.4152486,115.2419794
5333,Pura Tegalwangi Temple,,"Tegallingah 80581, Bedulu, Blahbatuh, Gianyar, Bali, 80581",Bedulu,Blahbatuh,Gianyar,Bali,80581,-8.5343975,115.3078902
5334,"Pura Tegeh , Banjar kalanganyar Desa Gegelang",,"Gegelang, Manggis, Karangasem, Bali, 80871",Gegelang,Manggis,Karangasem,Bali,80871,-8.4903326,115.4779229
5335,Pura tegeh puseh,,"Perean, Baturiti, Tabanan, Bali, 82191",Perean,Baturiti,Tabanan,Bali,82191,-8.4202803,115.1947299
5336,Pura Telaga ,Pura Telaga,"komala, Budakeling, Bebandem, Karangasem, Bali, 80861",Budakeling,Bebandem,Karangasem,Bali,80861,-8.4209462,115.5680301
5337,Pura Telaga Baos Ds. Banua,Pura Telaga,"Unnamed Road, Banua, Kintamani, 80572, Banua, Kintamani, Bangli, Bali, 80572",Banua,Kintamani,Bangli,Bali,80572,-8.3288396,115.2958482
5338,Pura Telaga Beteng,Pura Telaga,"Budakeling, Bebandem, Karangasem, Bali, 80853",Budakeling,Bebandem,Karangasem,Bali,80853,-8.368078,115.533167
5339,Pura Telaga Mas,Pura Telaga,"Budakeling, Bebandem, Karangasem, Bali, 80853",Budakeling,Bebandem,Karangasem,Bali,80853,-8.366128,115.529977
5340,Pura Telaga Mas,Pura Telaga,"Bukit, Karangasem, Karangasem, Bali, 80852",Bukit,Karangasem,Karangasem,Bali,80852,-8.3911757,115.6401113
5341,Pura Telaga Ngembeng,Pura Telaga,"Giri Emas, Sawan, Buleleng, Bali, 81171",Giri Emas,Sawan,Buleleng,Bali,81171,-8.0797981,115.1386846
5342,Pura Telaga Sakti,Pura Telaga,"Banjar ambengan, desa, Pejukutan, Nusapenida, Klungkung, Bali, 80771",Pejukutan,Nusapenida,Klungkung,Bali,80771,-8.755064,115.594791
5343,Pura Telaga Sakti Pakraman Sompang,Pura Telaga,"Bunga Mekar, Nusapenida, Klungkung, Bali, 80771",Bunga Mekar,Nusapenida,Klungkung,Bali,80771,-8.7333316,115.4479174
5344,Pura Telaga Sari,Pura Telaga,"Jinengdalem, Buleleng, Buleleng, Bali, 81119",Jinengdalem,Buleleng,Buleleng,Bali,81119,-8.114843,115.130679
5345,Pura Telaga Tista,Pura Telaga,"Jungutan, Bebandem, Jungutan, Karangasem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.431097,115.5324569
5346,Pura Telaga Waja,Pura Telaga,"Kerobokan Kelod, North Kuta, Badung, Bali, 80361",Kerobokan Kelod,North Kuta,Badung,Bali,80361,-8.6800908,115.1550735
5347,Pura Telaga Waja,Pura Telaga,"Jl. Raya Desa Kenderan, Kedisan, Tegallalang, Gianyar, Bali, 80561",Kedisan,Tegallalang,Gianyar,Bali,80561,-8.4697876,115.2818578
5348,Pura Telaga Waja Pedawa,Pura Telaga,"Pedawa, Banjar, Buleleng, Bali, 81161",Pedawa,Banjar,Buleleng,Bali,81161,-8.2388256,115.0259559
5349,Pura Telangu,,"Bedulu, Blahbatuh, Gianyar, Bali, 80552",Bedulu,Blahbatuh,Gianyar,Bali,80552,-8.5228259,115.2942516
5350,Pura Teluk Biyu,,"Kintamani, Kintamani, Kintamani, Bangli, Bangli, Bali, 80652",Kintamani,Bangli,Bangli,Bali,80652,-8.2647933,115.3247523
5351,"Pura Tengah Banjar Curah, Tabanan",,"Gubug, Tabanan, Tabanan, Bali, 82115",Gubug,Tabanan,Tabanan,Bali,82115,-8.5567394,115.0883186
5352,Pura Tengah Padang,,"Jl. Raya Tegallalang, Kedisan, Tegallalang, Gianyar, Bali, 80561",Kedisan,Tegallalang,Gianyar,Bali,80561,-8.4476756,115.2835627
5353,Pura Tengkulak (Dang Kahyangan),Dang Kahyangan,"Tulikup, Gianyar, Tulikup, Gianyar, Bali, 80515",Gianyar,Tulikup,Gianyar,Bali,80515,-8.5623264,115.3656923
5354,Pura tenten semaya,,"BD,Dangin sema,Ds bhuana giri, Bebandem, kabupstrn, Karangasem, Bali, 80852",Bhuana giri,Bebandem,Karangasem,Bali,80852,-8.4162997,115.5736408
5355,Pura Teratai Bang,,"Jl. Raya Baturiti, Candikuning, Baturiti, Tabanan, Bali, 82191",Candikuning,Baturiti,Tabanan,Bali,82191,-8.2761991,115.1484146
5356,Pura Teringan Songan,,"Jl. Raya Songan, Banjar Dalem, Desa Songan, Kintamani 80652, Songan A, Kintamani, Bangli, Bali, 80652",Songan A,Kintamani,Bangli,Bali,80652,-8.2458388,115.399642
5357,Pura Terunyan,,"Terunyan, Kintamani, Bangli, Bali, 80652",Terunyan,Kintamani,Bangli,Bali,80652,-8.3013238,115.3829771
5358,Pura Tibekauh,,"Melinggih Kelod, Payangan, Gianyar, Bali, 80572",Melinggih Kelod,Payangan,Gianyar,Bali,80572,-8.4451157,115.2388975
5359,Pura Tiga Sakti,,"Jehem, Tembuku, Bangli, Bali, 80614",Jehem,Tembuku,Bangli,Bali,80614,-8.4672815,115.3655491
5360,Pura Tinggar Desa Pakraman Nyuh Kukuh,,"Ped, Nusapenida, Klungkung, Bali, 80771",Ped,Nusapenida,Klungkung,Bali,80771,-8.6809294,115.4965176
5361,Pura Tirta,,"Jalan Raya, Kusamba, Dawan, Klungkung, Bali",Kusamba,Dawan,Klungkung,Bali,0,-8.566559,115.435892
5362,Pura Tirta Abian Salak,,"Telaga Tawang, Sidemen, Karangasem, Bali, 80864",Telaga Tawang,Sidemen,Karangasem,Bali,80864,-8.4895298,115.4451741
5363,Pura Tirta Anom,,"Sanding, Tampaksiring, Gianyar, Bali, 80552",Sanding,Tampaksiring,Gianyar,Bali,80552,-8.4584242,115.2963011
5364,"Pura Tirta Arum , SATRIA TAMAN BALI",,"Jl. Raya Kembengan, Taman Bali, Klungkung, Bangli, Bali, 80614",Taman Bali,Klungkung,Bangli,Bali,80614,-8.5119898,115.3540117
5365,Pura Tirta Barong,,"Cempaga, Bangli, Bangli, Bali, 80661",Cempaga,Bangli,Bangli,Bali,80661,-8.4353922,115.3534818
5366,Pura Tirta Bengu Taman Sari,,"Werdi Bhuwana, Mengwi, Badung, Bali, 80351",Werdi Bhuwana,Mengwi,Badung,Bali,80351,-8.51408,115.17801
5367,Pura Tirta Bhet Gedong,,"Banjar Dinas Gunungsari, Jatiluwih, Penebel, Tabanan, Bali, 82152",Jatiluwih,Penebel,Tabanan,Bali,82152,-8.3660045,115.1332232
5368,Pura Tirta Bima,,"Dawan Kaler, Dawan, Klungkung, Bali, 80761",Dawan Kaler,Dawan,Klungkung,Bali,80761,-8.5169417,115.4411672
5369,Pura Tirta Bisbis,,"Banjar Dinas Peninggaran,, Seraya, Karangasem, Karangasem, Bali, 80811",Seraya,Karangasem,Karangasem,Bali,80811,-8.4151491,115.6537863
5370,Pura Tirta Bulan,,"Central Singapadu, Sukawati, Gianyar, Bali, 80571",Central Singapadu,Sukawati,Gianyar,Bali,80571,-8.5682159,115.256134
5371,Pura Tirta Catur Bumi Mas,,"Desa Pakraman, MAS, Ubud, Gianyar, Bali, 80571",MAS,Ubud,Gianyar,Bali,80571,-8.5461248,115.2758848
5372,Pura Tirta Dasar,,"Budakeling, Bebandem, Karangasem, Bali, 80853",Budakeling,Bebandem,Karangasem,Bali,80853,-8.363608,115.527994
5373,Pura Tirta Embung,,"Banjar Dinas Pidpid Kaler Dauh Margi, Desa, Pidpid, Abang, Karangasem, Bali, 80852",Pidpid,Abang,Karangasem,Bali,80852,-8.3808653,115.5896181
5374,Pura Tirta Empul,,"Sidan, Gianyar, Bali, 80515",0,Sidan,Gianyar,Bali,80515,-8.5284584,115.3468535
5375,Pura Tirta Empul,,"Banjar Dinas Batugunung, Bukit, Karangasem, Karangasem, Bali, 80852",Bukit,Karangasem,Karangasem,Bali,80852,-8.3999389,115.6438417
5376,Pura Tirta Empul,,"Pertima, Karangasem, Karangasem, Bali, 80811",Pertima,Karangasem,Karangasem,Bali,80811,-8.4775292,115.5880487
5377,Pura Tirta Empul,,"Jl. Tirta, Manukaya, Tampaksiring, Gianyar, Bali, 80552",Manukaya,Tampaksiring,Gianyar,Bali,80552,-8.4157038,115.3153042
5378,Pura Tirta Empul Gianyar,,"Manukaya, Tampaksiring, Gianyar, Bali, 80552",Manukaya,Tampaksiring,Gianyar,Bali,80552,-8.4167789,115.313988
5379,Pura Tirta Empul Timbrah,,"Desa Adat Timbrah, Pertima, Karangasem, Karangasem, Bali, 80811",Pertima,Karangasem,Karangasem,Bali,80811,-8.4773969,115.5967501
5380,Pura Tirta Empul Ulu Purwoning Jagat,,"Jl. Raya Denpasar - Gilimanuk, Gilimanuk, Melaya, Jembrana, Bali, 82252",Gilimanuk,Melaya,Jembrana,Bali,82252,-8.2262911,114.453776
5381,Pura Tirta Gangga Perumahan Garden View Residence,,"Karang Taliwang, Cakranegara, Mataram City, NTB 83239",Karang Taliwang,Cakranegara,Kota Mataram,NTB ,83239,-8.5806801,116.1253689
5382,Pura Tirta Giri Putri,,"Dewasana, Pendem, Jembrana, Jembrana, Bali, 82211",Pendem,Jembrana,Jembrana,Bali,82211,-8.301188,114.63254
5383,Pura Tirta Glogor,,"Telaga Tawang, Sidemen, Karangasem, Bali, 80864",Telaga Tawang,Sidemen,Karangasem,Bali,80864,-8.4902225,115.4450008
